分拣中心,日期,班次,出勤正式工编号,类型
SC60,2023/12/20,08:00-16:00,119,正式工
SC60,2023/12/21,05:00-13:00,119,正式工
SC60,2023/12/24,12:00-20:00,119,正式工
SC60,2023/12/25,08:00-16:00,119,正式工
SC60,2023/12/26,12:00-20:00,119,正式工
SC60,2023/12/27,16:00-24:00,119,正式工
SC60,2023/12/28,00:00-08:00,119,正式工
SC60,2023/12/29,14:00-22:00,119,正式工
SC60,2023/12/30,16:00-24:00,119,正式工
SC60,2023/12/02,00:00-08:00,120,正式工
SC60,2023/12/04,14:00-22:00,120,正式工
SC60,2023/12/06,00:00-08:00,120,正式工
SC60,2023/12/07,08:00-16:00,120,正式工
SC60,2023/12/09,08:00-16:00,120,正式工
SC60,2023/12/10,00:00-08:00,120,正式工
SC60,2023/12/11,05:00-13:00,120,正式工
SC60,2023/12/12,14:00-22:00,120,正式工
SC60,2023/12/19,00:00-08:00,120,正式工
SC60,2023/12/24,00:00-08:00,120,正式工
SC60,2023/12/28,14:00-22:00,120,正式工
SC60,2023/12/29,16:00-24:00,120,正式工
SC60,2023/12/01,14:00-22:00,121,正式工
SC60,2023/12/02,14:00-22:00,121,正式工
SC60,2023/12/03,16:00-24:00,121,正式工
SC60,2023/12/04,14:00-22:00,121,正式工
SC60,2023/12/05,12:00-20:00,121,正式工
SC60,2023/12/06,12:00-20:00,121,正式工
SC60,2023/12/07,14:00-22:00,121,正式工
SC60,2023/12/10,08:00-16:00,121,正式工
SC60,2023/12/11,08:00-16:00,121,正式工
SC60,2023/12/12,16:00-24:00,121,正式工
SC60,2023/12/13,16:00-24:00,121,正式工
SC60,2023/12/14,08:00-16:00,121,正式工
SC60,2023/12/16,16:00-24:00,121,正式工
SC60,2023/12/17,12:00-20:00,121,正式工
SC60,2023/12/18,14:00-22:00,121,正式工
SC60,2023/12/19,12:00-20:00,121,正式工
SC60,2023/12/20,08:00-16:00,121,正式工
SC60,2023/12/21,08:00-16:00,121,正式工
SC60,2023/12/23,05:00-13:00,121,正式工
SC60,2023/12/24,05:00-13:00,121,正式工
SC60,2023/12/25,05:00-13:00,121,正式工
SC60,2023/12/27,12:00-20:00,121,正式工
SC60,2023/12/29,00:00-08:00,121,正式工
SC60,2023/12/30,16:00-24:00,121,正式工
SC60,2023/12/03,00:00-08:00,122,正式工
SC60,2023/12/04,08:00-16:00,122,正式工
SC60,2023/12/07,12:00-20:00,122,正式工
SC60,2023/12/08,14:00-22:00,122,正式工
SC60,2023/12/10,05:00-13:00,122,正式工
SC60,2023/12/11,08:00-16:00,122,正式工
SC60,2023/12/12,08:00-16:00,122,正式工
SC60,2023/12/13,08:00-16:00,122,正式工
SC60,2023/12/15,14:00-22:00,122,正式工
SC60,2023/12/16,05:00-13:00,122,正式工
SC60,2023/12/17,16:00-24:00,122,正式工
SC60,2023/12/18,05:00-13:00,122,正式工
SC60,2023/12/19,08:00-16:00,122,正式工
SC60,2023/12/20,08:00-16:00,122,正式工
SC60,2023/12/21,16:00-24:00,122,正式工
SC60,2023/12/24,12:00-20:00,122,正式工
SC60,2023/12/25,00:00-08:00,122,正式工
SC60,2023/12/26,05:00-13:00,122,正式工
SC60,2023/12/27,16:00-24:00,122,正式工
SC60,2023/12/30,12:00-20:00,122,正式工
SC60,2023/12/01,05:00-13:00,123,正式工
SC60,2023/12/02,12:00-20:00,123,正式工
SC60,2023/12/03,05:00-13:00,123,正式工
SC60,2023/12/05,14:00-22:00,123,正式工
SC60,2023/12/06,00:00-08:00,123,正式工
SC60,2023/12/07,12:00-20:00,123,正式工
SC60,2023/12/08,16:00-24:00,123,正式工
SC60,2023/12/12,16:00-24:00,123,正式工
SC60,2023/12/13,00:00-08:00,123,正式工
SC60,2023/12/15,14:00-22:00,123,正式工
SC60,2023/12/16,08:00-16:00,123,正式工
SC60,2023/12/17,14:00-22:00,123,正式工
SC60,2023/12/18,14:00-22:00,123,正式工
SC60,2023/12/19,14:00-22:00,123,正式工
SC60,2023/12/20,00:00-08:00,123,正式工
SC60,2023/12/21,12:00-20:00,123,正式工
SC60,2023/12/23,00:00-08:00,123,正式工
SC60,2023/12/24,12:00-20:00,123,正式工
SC60,2023/12/25,16:00-24:00,123,正式工
SC60,2023/12/26,00:00-08:00,123,正式工
SC60,2023/12/27,16:00-24:00,123,正式工
SC60,2023/12/28,08:00-16:00,123,正式工
SC60,2023/12/29,05:00-13:00,123,正式工
SC60,2023/12/01,00:00-08:00,124,正式工
SC60,2023/12/02,14:00-22:00,124,正式工
SC60,2023/12/03,16:00-24:00,124,正式工
SC60,2023/12/04,12:00-20:00,124,正式工
SC60,2023/12/11,08:00-16:00,124,正式工
SC60,2023/12/12,00:00-08:00,124,正式工
SC60,2023/12/14,16:00-24:00,124,正式工
SC60,2023/12/19,14:00-22:00,124,正式工
SC60,2023/12/22,05:00-13:00,124,正式工
SC60,2023/12/23,12:00-20:00,124,正式工
SC60,2023/12/24,14:00-22:00,124,正式工
SC60,2023/12/26,05:00-13:00,124,正式工
SC60,2023/12/29,08:00-16:00,124,正式工
SC60,2023/12/30,00:00-08:00,124,正式工
SC60,2023/12/01,08:00-16:00,125,正式工
SC60,2023/12/03,14:00-22:00,125,正式工
SC60,2023/12/04,08:00-16:00,125,正式工
SC60,2023/12/05,00:00-08:00,125,正式工
SC60,2023/12/06,05:00-13:00,125,正式工
SC60,2023/12/08,08:00-16:00,125,正式工
SC60,2023/12/11,00:00-08:00,125,正式工
SC60,2023/12/12,08:00-16:00,125,正式工
SC60,2023/12/19,14:00-22:00,125,正式工
SC60,2023/12/20,14:00-22:00,125,正式工
SC60,2023/12/23,00:00-08:00,125,正式工
SC60,2023/12/24,12:00-20:00,125,正式工
SC60,2023/12/29,00:00-08:00,125,正式工
SC60,2023/12/30,08:00-16:00,125,正式工
SC60,2023/12/01,05:00-13:00,126,正式工
SC60,2023/12/06,12:00-20:00,126,正式工
SC60,2023/12/10,12:00-20:00,126,正式工
SC60,2023/12/11,05:00-13:00,126,正式工
SC60,2023/12/12,00:00-08:00,126,正式工
SC60,2023/12/13,05:00-13:00,126,正式工
SC60,2023/12/15,16:00-24:00,126,正式工
SC60,2023/12/16,05:00-13:00,126,正式工
SC60,2023/12/17,05:00-13:00,126,正式工
SC60,2023/12/18,14:00-22:00,126,正式工
SC60,2023/12/19,05:00-13:00,126,正式工
SC60,2023/12/20,08:00-16:00,126,正式工
SC60,2023/12/21,00:00-08:00,126,正式工
SC60,2023/12/23,14:00-22:00,126,正式工
SC60,2023/12/24,16:00-24:00,126,正式工
SC60,2023/12/26,16:00-24:00,126,正式工
SC60,2023/12/27,08:00-16:00,126,正式工
SC60,2023/12/28,16:00-24:00,126,正式工
SC60,2023/12/29,08:00-16:00,126,正式工
SC60,2023/12/03,12:00-20:00,127,正式工
SC60,2023/12/07,05:00-13:00,127,正式工
SC60,2023/12/09,12:00-20:00,127,正式工
SC60,2023/12/12,00:00-08:00,127,正式工
SC60,2023/12/13,08:00-16:00,127,正式工
SC60,2023/12/14,14:00-22:00,127,正式工
SC60,2023/12/16,14:00-22:00,127,正式工
SC60,2023/12/17,08:00-16:00,127,正式工
SC60,2023/12/18,16:00-24:00,127,正式工
SC60,2023/12/20,00:00-08:00,127,正式工
SC60,2023/12/21,05:00-13:00,127,正式工
SC60,2023/12/27,16:00-24:00,127,正式工
SC60,2023/12/29,14:00-22:00,127,正式工
SC60,2023/12/01,08:00-16:00,128,正式工
SC60,2023/12/03,14:00-22:00,128,正式工
SC60,2023/12/04,16:00-24:00,128,正式工
SC60,2023/12/05,08:00-16:00,128,正式工
SC60,2023/12/07,14:00-22:00,128,正式工
SC60,2023/12/10,05:00-13:00,128,正式工
SC60,2023/12/11,16:00-24:00,128,正式工
SC60,2023/12/12,14:00-22:00,128,正式工
SC60,2023/12/13,12:00-20:00,128,正式工
SC60,2023/12/14,14:00-22:00,128,正式工
SC60,2023/12/15,00:00-08:00,128,正式工
SC60,2023/12/16,05:00-13:00,128,正式工
SC60,2023/12/18,14:00-22:00,128,正式工
SC60,2023/12/19,00:00-08:00,128,正式工
SC60,2023/12/20,16:00-24:00,128,正式工
SC60,2023/12/21,14:00-22:00,128,正式工
SC60,2023/12/22,16:00-24:00,128,正式工
SC60,2023/12/24,16:00-24:00,128,正式工
SC60,2023/12/25,14:00-22:00,128,正式工
SC60,2023/12/26,12:00-20:00,128,正式工
SC60,2023/12/27,05:00-13:00,128,正式工
SC60,2023/12/28,16:00-24:00,128,正式工
SC60,2023/12/29,14:00-22:00,128,正式工
SC60,2023/12/30,12:00-20:00,128,正式工
SC60,2023/12/01,05:00-13:00,129,正式工
SC60,2023/12/02,12:00-20:00,129,正式工
SC60,2023/12/03,12:00-20:00,129,正式工
SC60,2023/12/05,14:00-22:00,129,正式工
SC60,2023/12/08,16:00-24:00,129,正式工
SC60,2023/12/10,08:00-16:00,129,正式工
SC60,2023/12/13,16:00-24:00,129,正式工
SC60,2023/12/14,12:00-20:00,129,正式工
SC60,2023/12/16,12:00-20:00,129,正式工
SC60,2023/12/17,08:00-16:00,129,正式工
SC60,2023/12/18,05:00-13:00,129,正式工
SC60,2023/12/19,00:00-08:00,129,正式工
SC60,2023/12/24,14:00-22:00,129,正式工
SC60,2023/12/25,14:00-22:00,129,正式工
SC60,2023/12/26,08:00-16:00,129,正式工
SC60,2023/12/27,05:00-13:00,129,正式工
SC60,2023/12/28,08:00-16:00,129,正式工
SC60,2023/12/29,12:00-20:00,129,正式工
SC60,2023/12/30,14:00-22:00,129,正式工
SC60,2023/12/01,08:00-16:00,130,正式工
SC60,2023/12/02,16:00-24:00,130,正式工
SC60,2023/12/03,12:00-20:00,130,正式工
SC60,2023/12/05,08:00-16:00,130,正式工
SC60,2023/12/06,16:00-24:00,130,正式工
SC60,2023/12/07,00:00-08:00,130,正式工
SC60,2023/12/08,05:00-13:00,130,正式工
SC60,2023/12/09,05:00-13:00,130,正式工
SC60,2023/12/10,00:00-08:00,130,正式工
SC60,2023/12/11,14:00-22:00,130,正式工
SC60,2023/12/13,14:00-22:00,130,正式工
SC60,2023/12/14,08:00-16:00,130,正式工
SC60,2023/12/16,12:00-20:00,130,正式工
SC60,2023/12/18,08:00-16:00,130,正式工
SC60,2023/12/19,05:00-13:00,130,正式工
SC60,2023/12/20,16:00-24:00,130,正式工
SC60,2023/12/21,05:00-13:00,130,正式工
SC60,2023/12/23,16:00-24:00,130,正式工
SC60,2023/12/24,14:00-22:00,130,正式工
SC60,2023/12/26,08:00-16:00,130,正式工
SC60,2023/12/27,08:00-16:00,130,正式工
SC60,2023/12/28,14:00-22:00,130,正式工
SC60,2023/12/30,14:00-22:00,130,正式工
SC60,2023/12/01,05:00-13:00,131,正式工
SC60,2023/12/02,14:00-22:00,131,正式工
SC60,2023/12/07,00:00-08:00,131,正式工
SC60,2023/12/08,08:00-16:00,131,正式工
SC60,2023/12/10,16:00-24:00,131,正式工
SC60,2023/12/14,12:00-20:00,131,正式工
SC60,2023/12/20,05:00-13:00,131,正式工
SC60,2023/12/21,05:00-13:00,131,正式工
SC60,2023/12/22,05:00-13:00,131,正式工
SC60,2023/12/23,16:00-24:00,131,正式工
SC60,2023/12/25,14:00-22:00,131,正式工
SC60,2023/12/27,00:00-08:00,131,正式工
SC60,2023/12/29,08:00-16:00,131,正式工
SC60,2023/12/30,14:00-22:00,131,正式工
SC60,2023/12/01,16:00-24:00,132,正式工
SC60,2023/12/02,05:00-13:00,132,正式工
SC60,2023/12/03,08:00-16:00,132,正式工
SC60,2023/12/04,08:00-16:00,132,正式工
SC60,2023/12/05,12:00-20:00,132,正式工
SC60,2023/12/06,14:00-22:00,132,正式工
SC60,2023/12/07,08:00-16:00,132,正式工
SC60,2023/12/11,05:00-13:00,132,正式工
SC60,2023/12/12,12:00-20:00,132,正式工
SC60,2023/12/13,16:00-24:00,132,正式工
SC60,2023/12/14,00:00-08:00,132,正式工
SC60,2023/12/15,16:00-24:00,132,正式工
SC60,2023/12/17,00:00-08:00,132,正式工
SC60,2023/12/18,08:00-16:00,132,正式工
SC60,2023/12/19,14:00-22:00,132,正式工
SC60,2023/12/20,08:00-16:00,132,正式工
SC60,2023/12/21,16:00-24:00,132,正式工
SC60,2023/12/22,00:00-08:00,132,正式工
SC60,2023/12/23,00:00-08:00,132,正式工
SC60,2023/12/25,00:00-08:00,132,正式工
SC60,2023/12/26,08:00-16:00,132,正式工
SC60,2023/12/28,14:00-22:00,132,正式工
SC60,2023/12/29,16:00-24:00,132,正式工
SC60,2023/12/30,16:00-24:00,132,正式工
SC60,2023/12/01,08:00-16:00,133,正式工
SC60,2023/12/02,14:00-22:00,133,正式工
SC60,2023/12/04,08:00-16:00,133,正式工
SC60,2023/12/05,08:00-16:00,133,正式工
SC60,2023/12/07,05:00-13:00,133,正式工
SC60,2023/12/09,16:00-24:00,133,正式工
SC60,2023/12/10,16:00-24:00,133,正式工
SC60,2023/12/13,12:00-20:00,133,正式工
SC60,2023/12/15,00:00-08:00,133,正式工
SC60,2023/12/17,08:00-16:00,133,正式工
SC60,2023/12/20,14:00-22:00,133,正式工
SC60,2023/12/21,14:00-22:00,133,正式工
SC60,2023/12/22,12:00-20:00,133,正式工
SC60,2023/12/23,08:00-16:00,133,正式工
SC60,2023/12/28,16:00-24:00,133,正式工
SC60,2023/12/30,16:00-24:00,133,正式工
SC60,2023/12/01,00:00-08:00,134,正式工
SC60,2023/12/02,16:00-24:00,134,正式工
SC60,2023/12/03,00:00-08:00,134,正式工
SC60,2023/12/04,00:00-08:00,134,正式工
SC60,2023/12/05,16:00-24:00,134,正式工
SC60,2023/12/06,12:00-20:00,134,正式工
SC60,2023/12/09,12:00-20:00,134,正式工
SC60,2023/12/10,00:00-08:00,134,正式工
SC60,2023/12/12,05:00-13:00,134,正式工
SC60,2023/12/13,16:00-24:00,134,正式工
SC60,2023/12/14,16:00-24:00,134,正式工
SC60,2023/12/15,00:00-08:00,134,正式工
SC60,2023/12/17,14:00-22:00,134,正式工
SC60,2023/12/18,05:00-13:00,134,正式工
SC60,2023/12/21,14:00-22:00,134,正式工
SC60,2023/12/24,00:00-08:00,134,正式工
SC60,2023/12/25,14:00-22:00,134,正式工
SC60,2023/12/26,16:00-24:00,134,正式工
SC60,2023/12/28,05:00-13:00,134,正式工
SC60,2023/12/29,08:00-16:00,134,正式工
SC60,2023/12/30,05:00-13:00,134,正式工
SC60,2023/12/01,08:00-16:00,135,正式工
SC60,2023/12/02,00:00-08:00,135,正式工
SC60,2023/12/03,05:00-13:00,135,正式工
SC60,2023/12/04,14:00-22:00,135,正式工
SC60,2023/12/06,14:00-22:00,135,正式工
SC60,2023/12/07,16:00-24:00,135,正式工
SC60,2023/12/09,08:00-16:00,135,正式工
SC60,2023/12/10,05:00-13:00,135,正式工
SC60,2023/12/11,12:00-20:00,135,正式工
SC60,2023/12/12,08:00-16:00,135,正式工
SC60,2023/12/13,12:00-20:00,135,正式工
SC60,2023/12/15,12:00-20:00,135,正式工
SC60,2023/12/16,16:00-24:00,135,正式工
SC60,2023/12/18,00:00-08:00,135,正式工
SC60,2023/12/19,05:00-13:00,135,正式工
SC60,2023/12/20,00:00-08:00,135,正式工
SC60,2023/12/21,08:00-16:00,135,正式工
SC60,2023/12/22,14:00-22:00,135,正式工
SC60,2023/12/23,12:00-20:00,135,正式工
SC60,2023/12/25,12:00-20:00,135,正式工
SC60,2023/12/28,05:00-13:00,135,正式工
SC60,2023/12/29,00:00-08:00,135,正式工
SC60,2023/12/02,12:00-20:00,136,正式工
SC60,2023/12/03,08:00-16:00,136,正式工
SC60,2023/12/05,08:00-16:00,136,正式工
SC60,2023/12/08,12:00-20:00,136,正式工
SC60,2023/12/11,14:00-22:00,136,正式工
SC60,2023/12/14,12:00-20:00,136,正式工
SC60,2023/12/15,12:00-20:00,136,正式工
SC60,2023/12/17,14:00-22:00,136,正式工
SC60,2023/12/19,05:00-13:00,136,正式工
SC60,2023/12/23,16:00-24:00,136,正式工
SC60,2023/12/27,16:00-24:00,136,正式工
SC60,2023/12/29,12:00-20:00,136,正式工
SC60,2023/12/30,05:00-13:00,136,正式工
SC60,2023/12/01,08:00-16:00,137,正式工
SC60,2023/12/02,05:00-13:00,137,正式工
SC60,2023/12/03,08:00-16:00,137,正式工
SC60,2023/12/04,12:00-20:00,137,正式工
SC60,2023/12/06,14:00-22:00,137,正式工
SC60,2023/12/07,14:00-22:00,137,正式工
SC60,2023/12/08,12:00-20:00,137,正式工
SC60,2023/12/09,00:00-08:00,137,正式工
SC60,2023/12/10,08:00-16:00,137,正式工
SC60,2023/12/11,14:00-22:00,137,正式工
SC60,2023/12/13,05:00-13:00,137,正式工
SC60,2023/12/14,08:00-16:00,137,正式工
SC60,2023/12/15,05:00-13:00,137,正式工
SC60,2023/12/16,16:00-24:00,137,正式工
SC60,2023/12/18,00:00-08:00,137,正式工
SC60,2023/12/19,12:00-20:00,137,正式工
SC60,2023/12/20,14:00-22:00,137,正式工
SC60,2023/12/21,05:00-13:00,137,正式工
SC60,2023/12/23,08:00-16:00,137,正式工
SC60,2023/12/25,14:00-22:00,137,正式工
SC60,2023/12/26,05:00-13:00,137,正式工
SC60,2023/12/29,05:00-13:00,137,正式工
SC60,2023/12/30,05:00-13:00,137,正式工
SC60,2023/12/01,00:00-08:00,138,正式工
SC60,2023/12/02,12:00-20:00,138,正式工
SC60,2023/12/03,00:00-08:00,138,正式工
SC60,2023/12/05,14:00-22:00,138,正式工
SC60,2023/12/06,14:00-22:00,138,正式工
SC60,2023/12/07,00:00-08:00,138,正式工
SC60,2023/12/08,08:00-16:00,138,正式工
SC60,2023/12/09,14:00-22:00,138,正式工
SC60,2023/12/11,14:00-22:00,138,正式工
SC60,2023/12/13,08:00-16:00,138,正式工
SC60,2023/12/14,16:00-24:00,138,正式工
SC60,2023/12/15,08:00-16:00,138,正式工
SC60,2023/12/16,08:00-16:00,138,正式工
SC60,2023/12/17,05:00-13:00,138,正式工
SC60,2023/12/18,14:00-22:00,138,正式工
SC60,2023/12/19,12:00-20:00,138,正式工
SC60,2023/12/22,05:00-13:00,138,正式工
SC60,2023/12/23,05:00-13:00,138,正式工
SC60,2023/12/24,00:00-08:00,138,正式工
SC60,2023/12/26,08:00-16:00,138,正式工
SC60,2023/12/27,12:00-20:00,138,正式工
SC60,2023/12/29,08:00-16:00,138,正式工
SC60,2023/12/30,14:00-22:00,138,正式工
SC60,2023/12/03,08:00-16:00,139,正式工
SC60,2023/12/04,08:00-16:00,139,正式工
SC60,2023/12/05,12:00-20:00,139,正式工
SC60,2023/12/07,14:00-22:00,139,正式工
SC60,2023/12/08,14:00-22:00,139,正式工
SC60,2023/12/12,14:00-22:00,139,正式工
SC60,2023/12/14,14:00-22:00,139,正式工
SC60,2023/12/15,16:00-24:00,139,正式工
SC60,2023/12/17,12:00-20:00,139,正式工
SC60,2023/12/18,12:00-20:00,139,正式工
SC60,2023/12/19,12:00-20:00,139,正式工
SC60,2023/12/20,00:00-08:00,139,正式工
SC60,2023/12/22,14:00-22:00,139,正式工
SC60,2023/12/23,12:00-20:00,139,正式工
SC60,2023/12/24,08:00-16:00,139,正式工
SC60,2023/12/25,08:00-16:00,139,正式工
SC60,2023/12/28,00:00-08:00,139,正式工
SC60,2023/12/29,08:00-16:00,139,正式工
SC60,2023/12/01,05:00-13:00,140,正式工
SC60,2023/12/03,05:00-13:00,140,正式工
SC60,2023/12/04,12:00-20:00,140,正式工
SC60,2023/12/05,00:00-08:00,140,正式工
SC60,2023/12/06,08:00-16:00,140,正式工
SC60,2023/12/09,00:00-08:00,140,正式工
SC60,2023/12/11,05:00-13:00,140,正式工
SC60,2023/12/13,16:00-24:00,140,正式工
SC60,2023/12/14,12:00-20:00,140,正式工
SC60,2023/12/16,14:00-22:00,140,正式工
SC60,2023/12/17,00:00-08:00,140,正式工
SC60,2023/12/18,16:00-24:00,140,正式工
SC60,2023/12/20,16:00-24:00,140,正式工
SC60,2023/12/21,00:00-08:00,140,正式工
SC60,2023/12/01,14:00-22:00,141,正式工
SC60,2023/12/02,05:00-13:00,141,正式工
SC60,2023/12/03,14:00-22:00,141,正式工
SC60,2023/12/05,00:00-08:00,141,正式工
SC60,2023/12/06,00:00-08:00,141,正式工
SC60,2023/12/07,14:00-22:00,141,正式工
SC60,2023/12/08,05:00-13:00,141,正式工
SC60,2023/12/09,12:00-20:00,141,正式工
SC60,2023/12/11,16:00-24:00,141,正式工
SC60,2023/12/12,12:00-20:00,141,正式工
SC60,2023/12/13,08:00-16:00,141,正式工
SC60,2023/12/15,12:00-20:00,141,正式工
SC60,2023/12/16,14:00-22:00,141,正式工
SC60,2023/12/18,08:00-16:00,141,正式工
SC60,2023/12/19,12:00-20:00,141,正式工
SC60,2023/12/21,05:00-13:00,141,正式工
SC60,2023/12/22,16:00-24:00,141,正式工
SC60,2023/12/24,05:00-13:00,141,正式工
SC60,2023/12/25,16:00-24:00,141,正式工
SC60,2023/12/26,00:00-08:00,141,正式工
SC60,2023/12/27,00:00-08:00,141,正式工
SC60,2023/12/28,12:00-20:00,141,正式工
SC60,2023/12/30,00:00-08:00,141,正式工
SC60,2023/12/01,08:00-16:00,142,正式工
SC60,2023/12/03,05:00-13:00,142,正式工
SC60,2023/12/07,16:00-24:00,142,正式工
SC60,2023/12/09,00:00-08:00,142,正式工
SC60,2023/12/10,12:00-20:00,142,正式工
SC60,2023/12/11,14:00-22:00,142,正式工
SC60,2023/12/12,08:00-16:00,142,正式工
SC60,2023/12/14,16:00-24:00,142,正式工
SC60,2023/12/15,12:00-20:00,142,正式工
SC60,2023/12/20,08:00-16:00,142,正式工
SC60,2023/12/21,14:00-22:00,142,正式工
SC60,2023/12/24,08:00-16:00,142,正式工
SC60,2023/12/26,08:00-16:00,142,正式工
SC60,2023/12/27,12:00-20:00,142,正式工
SC60,2023/12/29,16:00-24:00,142,正式工
SC60,2023/12/30,16:00-24:00,142,正式工
SC60,2023/12/01,12:00-20:00,143,正式工
SC60,2023/12/02,16:00-24:00,143,正式工
SC60,2023/12/03,14:00-22:00,143,正式工
SC60,2023/12/04,05:00-13:00,143,正式工
SC60,2023/12/06,05:00-13:00,143,正式工
SC60,2023/12/11,12:00-20:00,143,正式工
SC60,2023/12/12,14:00-22:00,143,正式工
SC60,2023/12/13,14:00-22:00,143,正式工
SC60,2023/12/14,08:00-16:00,143,正式工
SC60,2023/12/17,05:00-13:00,143,正式工
SC60,2023/12/18,12:00-20:00,143,正式工
SC60,2023/12/20,00:00-08:00,143,正式工
SC60,2023/12/21,05:00-13:00,143,正式工
SC60,2023/12/22,12:00-20:00,143,正式工
SC60,2023/12/25,08:00-16:00,143,正式工
SC60,2023/12/26,12:00-20:00,143,正式工
SC60,2023/12/28,16:00-24:00,143,正式工
SC60,2023/12/29,14:00-22:00,143,正式工
SC60,2023/12/30,12:00-20:00,143,正式工
SC60,2023/12/01,16:00-24:00,144,正式工
SC60,2023/12/02,00:00-08:00,144,正式工
SC60,2023/12/03,00:00-08:00,144,正式工
SC60,2023/12/04,05:00-13:00,144,正式工
SC60,2023/12/05,00:00-08:00,144,正式工
SC60,2023/12/06,08:00-16:00,144,正式工
SC60,2023/12/07,14:00-22:00,144,正式工
SC60,2023/12/10,16:00-24:00,144,正式工
SC60,2023/12/12,05:00-13:00,144,正式工
SC60,2023/12/13,05:00-13:00,144,正式工
SC60,2023/12/14,12:00-20:00,144,正式工
SC60,2023/12/15,14:00-22:00,144,正式工
SC60,2023/12/16,12:00-20:00,144,正式工
SC60,2023/12/17,00:00-08:00,144,正式工
SC60,2023/12/18,08:00-16:00,144,正式工
SC60,2023/12/21,12:00-20:00,144,正式工
SC60,2023/12/22,14:00-22:00,144,正式工
SC60,2023/12/24,16:00-24:00,144,正式工
SC60,2023/12/25,12:00-20:00,144,正式工
SC60,2023/12/26,12:00-20:00,144,正式工
SC60,2023/12/27,14:00-22:00,144,正式工
SC60,2023/12/29,05:00-13:00,144,正式工
SC60,2023/12/30,00:00-08:00,144,正式工
SC60,2023/12/01,12:00-20:00,145,正式工
SC60,2023/12/02,16:00-24:00,145,正式工
SC60,2023/12/03,12:00-20:00,145,正式工
SC60,2023/12/05,08:00-16:00,145,正式工
SC60,2023/12/07,14:00-22:00,145,正式工
SC60,2023/12/09,00:00-08:00,145,正式工
SC60,2023/12/10,16:00-24:00,145,正式工
SC60,2023/12/13,12:00-20:00,145,正式工
SC60,2023/12/14,16:00-24:00,145,正式工
SC60,2023/12/16,12:00-20:00,145,正式工
SC60,2023/12/17,14:00-22:00,145,正式工
SC60,2023/12/18,16:00-24:00,145,正式工
SC60,2023/12/19,16:00-24:00,145,正式工
SC60,2023/12/20,16:00-24:00,145,正式工
SC60,2023/12/21,08:00-16:00,145,正式工
SC60,2023/12/22,08:00-16:00,145,正式工
SC60,2023/12/26,12:00-20:00,145,正式工
SC60,2023/12/27,08:00-16:00,145,正式工
SC60,2023/12/28,05:00-13:00,145,正式工
SC60,2023/12/29,14:00-22:00,145,正式工
SC60,2023/12/03,00:00-08:00,146,正式工
SC60,2023/12/05,14:00-22:00,146,正式工
SC60,2023/12/06,14:00-22:00,146,正式工
SC60,2023/12/07,16:00-24:00,146,正式工
SC60,2023/12/08,00:00-08:00,146,正式工
SC60,2023/12/09,14:00-22:00,146,正式工
SC60,2023/12/10,05:00-13:00,146,正式工
SC60,2023/12/11,05:00-13:00,146,正式工
SC60,2023/12/13,14:00-22:00,146,正式工
SC60,2023/12/14,05:00-13:00,146,正式工
SC60,2023/12/15,00:00-08:00,146,正式工
SC60,2023/12/16,05:00-13:00,146,正式工
SC60,2023/12/17,16:00-24:00,146,正式工
SC60,2023/12/18,12:00-20:00,146,正式工
SC60,2023/12/21,05:00-13:00,146,正式工
SC60,2023/12/22,08:00-16:00,146,正式工
SC60,2023/12/23,00:00-08:00,146,正式工
SC60,2023/12/24,14:00-22:00,146,正式工
SC60,2023/12/26,14:00-22:00,146,正式工
SC60,2023/12/27,14:00-22:00,146,正式工
SC60,2023/12/28,14:00-22:00,146,正式工
SC60,2023/12/30,16:00-24:00,146,正式工
SC60,2023/12/02,05:00-13:00,147,正式工
SC60,2023/12/03,16:00-24:00,147,正式工
SC60,2023/12/05,08:00-16:00,147,正式工
SC60,2023/12/06,05:00-13:00,147,正式工
SC60,2023/12/08,14:00-22:00,147,正式工
SC60,2023/12/11,00:00-08:00,147,正式工
SC60,2023/12/15,16:00-24:00,147,正式工
SC60,2023/12/16,12:00-20:00,147,正式工
SC60,2023/12/17,00:00-08:00,147,正式工
SC60,2023/12/18,00:00-08:00,147,正式工
SC60,2023/12/21,05:00-13:00,147,正式工
SC60,2023/12/22,08:00-16:00,147,正式工
SC60,2023/12/23,14:00-22:00,147,正式工
SC60,2023/12/24,00:00-08:00,147,正式工
SC60,2023/12/26,16:00-24:00,147,正式工
SC60,2023/12/28,16:00-24:00,147,正式工
SC60,2023/12/29,08:00-16:00,147,正式工
SC60,2023/12/01,00:00-08:00,148,正式工
SC60,2023/12/02,14:00-22:00,148,正式工
SC60,2023/12/03,12:00-20:00,148,正式工
SC60,2023/12/05,05:00-13:00,148,正式工
SC60,2023/12/07,14:00-22:00,148,正式工
SC60,2023/12/09,00:00-08:00,148,正式工
SC60,2023/12/10,00:00-08:00,148,正式工
SC60,2023/12/12,16:00-24:00,148,正式工
SC60,2023/12/14,16:00-24:00,148,正式工
SC60,2023/12/15,08:00-16:00,148,正式工
SC60,2023/12/16,08:00-16:00,148,正式工
SC60,2023/12/17,14:00-22:00,148,正式工
SC60,2023/12/18,08:00-16:00,148,正式工
SC60,2023/12/19,00:00-08:00,148,正式工
SC60,2023/12/21,00:00-08:00,148,正式工
SC60,2023/12/22,05:00-13:00,148,正式工
SC60,2023/12/24,05:00-13:00,148,正式工
