分拣中心,日期,小时,修正后时货量
SC10,2023/12/03,23,6691.0
SC10,2023/12/04,0,5548.0
SC10,2023/12/04,1,3791.0
SC10,2023/12/04,2,2434.0
SC10,2023/12/04,3,2047.0
SC10,2023/12/04,4,2772.0
SC10,2023/12/04,5,2894.0
SC10,2023/12/04,6,244.0
SC10,2023/12/04,7,0.0
SC10,2023/12/04,8,0.0
SC10,2023/12/04,9,0.0
SC10,2023/12/04,10,1245.0
SC10,2023/12/04,11,2924.0
SC10,2023/12/04,12,1745.0
SC10,2023/12/04,13,879.0
SC10,2023/12/04,14,818.0
SC10,2023/12/04,15,0.0
SC10,2023/12/04,16,0.0
SC10,2023/12/04,17,199.0
SC10,2023/12/04,18,1001.0
SC10,2023/12/04,19,4729.0
SC10,2023/12/04,20,8227.0
SC10,2023/12/04,21,8458.0
SC10,2023/12/04,22,6817.0
SC10,2023/12/04,23,7470.0
SC10,2023/12/05,0,5695.0
SC10,2023/12/05,1,2798.0
SC10,2023/12/05,2,2026.0
SC10,2023/12/05,3,1825.0
SC10,2023/12/05,4,2552.0
SC10,2023/12/05,5,2799.0
SC10,2023/12/05,6,973.0
SC10,2023/12/05,7,0.0
SC10,2023/12/05,8,0.0
SC10,2023/12/05,9,0.0
SC10,2023/12/05,10,1093.0
SC10,2023/12/05,11,2879.0
SC10,2023/12/05,12,1623.0
SC10,2023/12/05,13,879.0
SC10,2023/12/05,14,740.0
SC10,2023/12/05,15,0.0
SC10,2023/12/05,16,0.0
SC10,2023/12/05,17,244.0
SC10,2023/12/05,18,1297.0
SC10,2023/12/05,19,4779.0
SC10,2023/12/05,20,8205.0
SC10,2023/12/05,21,8050.0
SC10,2023/12/05,22,7166.0
SC10,2023/12/05,23,7878.0
SC10,2023/12/06,0,5800.0
SC10,2023/12/06,1,2550.0
SC10,2023/12/06,2,1963.0
SC10,2023/12/06,3,1902.0
SC10,2023/12/06,4,2603.0
SC10,2023/12/06,5,2192.0
SC10,2023/12/06,6,675.0
SC10,2023/12/06,7,0.0
SC10,2023/12/06,8,0.0
SC10,2023/12/06,9,0.0
SC10,2023/12/06,10,1196.0
SC10,2023/12/06,11,2946.0
SC10,2023/12/06,12,1597.0
SC10,2023/12/06,13,612.0
SC10,2023/12/06,14,701.0
SC10,2023/12/06,15,0.0
SC10,2023/12/06,16,0.0
SC10,2023/12/06,17,271.0
SC10,2023/12/06,18,1074.0
SC10,2023/12/06,19,4402.0
SC10,2023/12/06,20,8017.0
SC10,2023/12/06,21,8429.0
SC10,2023/12/06,22,7275.0
SC10,2023/12/06,23,7375.0
SC10,2023/12/07,0,5544.0
SC10,2023/12/07,1,2200.0
SC10,2023/12/07,2,2746.0
SC10,2023/12/07,3,1685.0
SC10,2023/12/07,4,2047.0
SC10,2023/12/07,5,2402.0
SC10,2023/12/07,6,452.0
SC10,2023/12/07,7,0.0
SC10,2023/12/07,8,0.0
SC10,2023/12/07,9,0.0
SC10,2023/12/07,10,1242.0
SC10,2023/12/07,11,2878.0
SC10,2023/12/07,12,1542.0
SC10,2023/12/07,13,1113.0
SC10,2023/12/07,14,656.0
SC10,2023/12/07,15,0.0
SC10,2023/12/07,16,0.0
SC10,2023/12/07,17,286.0
SC10,2023/12/07,18,1044.0
SC10,2023/12/07,19,4196.0
SC10,2023/12/07,20,7906.0
SC10,2023/12/07,21,8120.0
SC10,2023/12/07,22,6779.0
SC10,2023/12/07,23,7673.0
SC10,2023/12/08,0,5838.0
SC10,2023/12/08,1,3546.0
SC10,2023/12/08,2,2424.0
SC10,2023/12/08,3,1710.0
SC10,2023/12/08,4,2686.0
SC10,2023/12/08,5,2724.0
SC10,2023/12/08,6,160.0
SC10,2023/12/08,7,0.0
SC10,2023/12/08,8,0.0
SC10,2023/12/08,9,0.0
SC10,2023/12/08,10,1282.0
SC10,2023/12/08,11,2922.0
SC10,2023/12/08,12,1911.0
SC10,2023/12/08,13,747.0
SC10,2023/12/08,14,716.0
SC10,2023/12/08,15,0.0
SC10,2023/12/08,16,0.0
SC10,2023/12/08,17,239.0
SC10,2023/12/08,18,1242.0
SC10,2023/12/08,19,4559.0
SC10,2023/12/08,20,7996.0
SC10,2023/12/08,21,8272.0
SC10,2023/12/08,22,7197.0
SC10,2023/12/08,23,7691.0
SC10,2023/12/09,0,5755.0
SC10,2023/12/09,1,4521.0
SC10,2023/12/09,2,2156.0
SC10,2023/12/09,3,1834.0
SC10,2023/12/09,4,2548.0
SC10,2023/12/09,5,2766.0
SC10,2023/12/09,6,521.0
SC10,2023/12/09,7,0.0
SC10,2023/12/09,8,0.0
SC10,2023/12/09,9,0.0
SC10,2023/12/09,10,1200.0
SC10,2023/12/09,11,2938.0
SC10,2023/12/09,12,1610.0
SC10,2023/12/09,13,1185.0
SC10,2023/12/09,14,734.0
SC10,2023/12/09,15,0.0
SC10,2023/12/09,16,0.0
SC10,2023/12/09,17,232.0
SC10,2023/12/09,18,1170.0
SC10,2023/12/09,19,4495.0
SC10,2023/12/09,20,8142.0
SC10,2023/12/09,21,8385.0
SC10,2023/12/09,22,6378.0
SC10,2023/12/09,23,7358.0
SC10,2023/12/10,0,5867.0
SC10,2023/12/10,1,3120.0
SC10,2023/12/10,2,2545.0
SC10,2023/12/10,3,1830.0
SC10,2023/12/10,4,2412.0
SC10,2023/12/10,5,2321.0
SC10,2023/12/10,6,661.0
SC10,2023/12/10,7,0.0
SC10,2023/12/10,8,0.0
SC10,2023/12/10,9,0.0
SC10,2023/12/10,10,1015.0
SC10,2023/12/10,11,2994.0
SC10,2023/12/10,12,1589.0
SC10,2023/12/10,13,759.0
SC10,2023/12/10,14,721.0
SC10,2023/12/10,15,0.0
SC10,2023/12/10,16,0.0
SC10,2023/12/10,17,188.0
SC10,2023/12/10,18,925.0
SC10,2023/12/10,19,4354.0
SC10,2023/12/10,20,8031.0
SC10,2023/12/10,21,8363.0
SC10,2023/12/10,22,7946.0
SC10,2023/12/10,23,7460.0
SC10,2023/12/11,0,5993.0
SC10,2023/12/11,1,1793.0
SC10,2023/12/11,2,2331.0
SC10,2023/12/11,3,1865.0
SC10,2023/12/11,4,3126.0
SC10,2023/12/11,5,2116.0
SC10,2023/12/11,6,628.0
SC10,2023/12/11,7,0.0
SC10,2023/12/11,8,0.0
SC10,2023/12/11,9,0.0
SC10,2023/12/11,10,1011.0
SC10,2023/12/11,11,3055.0
SC10,2023/12/11,12,1776.0
SC10,2023/12/11,13,1003.0
SC10,2023/12/11,14,689.0
SC10,2023/12/11,15,0.0
SC10,2023/12/11,16,0.0
SC10,2023/12/11,17,130.0
SC10,2023/12/11,18,823.0
SC10,2023/12/11,19,4244.0
SC10,2023/12/11,20,7915.0
SC10,2023/12/11,21,8603.0
SC10,2023/12/11,22,5929.0
SC10,2023/12/11,23,7867.0
SC10,2023/12/12,0,5984.0
SC10,2023/12/12,1,2553.0
SC10,2023/12/12,2,2018.0
SC10,2023/12/12,3,1831.0
SC10,2023/12/12,4,2886.0
SC10,2023/12/12,5,2469.0
SC10,2023/12/12,6,352.0
SC10,2023/12/12,7,0.0
SC10,2023/12/12,8,0.0
SC10,2023/12/12,9,0.0
SC10,2023/12/12,10,1136.0
SC10,2023/12/12,11,3126.0
SC10,2023/12/12,12,1775.0
SC10,2023/12/12,13,856.0
SC10,2023/12/12,14,648.0
SC10,2023/12/12,15,0.0
SC10,2023/12/12,16,0.0
SC10,2023/12/12,17,127.0
SC10,2023/12/12,18,938.0
SC10,2023/12/12,19,4175.0
SC10,2023/12/12,20,7948.0
SC10,2023/12/12,21,8465.0
SC10,2023/12/12,22,8241.0
SC10,2023/12/12,23,7557.0
SC10,2023/12/13,0,6008.0
SC10,2023/12/13,1,3620.0
SC10,2023/12/13,2,2051.0
SC10,2023/12/13,3,1779.0
SC10,2023/12/13,4,2848.0
SC10,2023/12/13,5,2635.0
SC10,2023/12/13,6,241.0
SC10,2023/12/13,7,0.0
SC10,2023/12/13,8,0.0
SC10,2023/12/13,9,0.0
SC10,2023/12/13,10,1167.0
SC10,2023/12/13,11,3180.0
SC10,2023/12/13,12,1710.0
SC10,2023/12/13,13,586.0
SC10,2023/12/13,14,666.0
SC10,2023/12/13,15,0.0
SC10,2023/12/13,16,0.0
SC10,2023/12/13,17,105.0
SC10,2023/12/13,18,821.0
SC10,2023/12/13,19,4359.0
SC10,2023/12/13,20,8026.0
SC10,2023/12/13,21,8733.0
SC10,2023/12/13,22,6287.0
SC10,2023/12/13,23,7450.0
SC10,2023/12/14,0,5950.0
SC10,2023/12/14,1,4617.0
SC10,2023/12/14,2,1922.0
SC10,2023/12/14,3,1672.0
SC10,2023/12/14,4,2776.0
SC10,2023/12/14,5,2428.0
SC10,2023/12/14,6,532.0
SC10,2023/12/14,7,0.0
SC10,2023/12/14,8,0.0
SC10,2023/12/14,9,0.0
SC10,2023/12/14,10,1039.0
SC10,2023/12/14,11,3231.0
SC10,2023/12/14,12,1827.0
SC10,2023/12/14,13,932.0
SC10,2023/12/14,14,687.0
SC10,2023/12/14,15,0.0
SC10,2023/12/14,16,0.0
SC10,2023/12/14,17,112.0
SC10,2023/12/14,18,824.0
SC10,2023/12/14,19,4321.0
SC10,2023/12/14,20,8087.0
SC10,2023/12/14,21,8440.0
SC10,2023/12/14,22,7935.0
SC10,2023/12/14,23,7938.0
SC10,2023/12/15,0,6061.0
SC10,2023/12/15,1,3731.0
SC10,2023/12/15,2,2120.0
SC10,2023/12/15,3,1598.0
SC10,2023/12/15,4,2709.0
SC10,2023/12/15,5,2053.0
SC10,2023/12/15,6,570.0
SC10,2023/12/15,7,0.0
SC10,2023/12/15,8,0.0
SC10,2023/12/15,9,0.0
SC10,2023/12/15,10,923.0
SC10,2023/12/15,11,3274.0
SC10,2023/12/15,12,1737.0
SC10,2023/12/15,13,396.0
SC10,2023/12/15,14,692.0
SC10,2023/12/15,15,0.0
SC10,2023/12/15,16,0.0
SC10,2023/12/15,17,130.0
SC10,2023/12/15,18,808.0
SC10,2023/12/15,19,4120.0
SC10,2023/12/15,20,8079.0
SC10,2023/12/15,21,8605.0
SC10,2023/12/15,22,6342.0
SC10,2023/12/15,23,7943.0
SC10,2023/12/16,0,6017.0
SC10,2023/12/16,1,1818.0
SC10,2023/12/16,2,2288.0
SC10,2023/12/16,3,1530.0
SC10,2023/12/16,4,2274.0
SC10,2023/12/16,5,2190.0
SC10,2023/12/16,6,509.0
SC10,2023/12/16,7,0.0
SC10,2023/12/16,8,0.0
SC10,2023/12/16,9,0.0
SC10,2023/12/16,10,923.0
SC10,2023/12/16,11,3301.0
SC10,2023/12/16,12,1788.0
SC10,2023/12/16,13,833.0
SC10,2023/12/16,14,678.0
SC10,2023/12/16,15,0.0
SC10,2023/12/16,16,0.0
SC10,2023/12/16,17,141.0
SC10,2023/12/16,18,755.0
SC10,2023/12/16,19,4044.0
SC10,2023/12/16,20,8024.0
SC10,2023/12/16,21,8547.0
SC10,2023/12/16,22,7806.0
SC10,2023/12/16,23,7646.0
SC10,2023/12/17,0,6063.0
SC10,2023/12/17,1,1984.0
SC10,2023/12/17,2,1964.0
SC10,2023/12/17,3,1497.0
SC10,2023/12/17,4,2432.0
SC10,2023/12/17,5,2464.0
SC10,2023/12/17,6,256.0
SC10,2023/12/17,7,0.0
SC10,2023/12/17,8,0.0
SC10,2023/12/17,9,0.0
SC10,2023/12/17,10,986.0
SC10,2023/12/17,11,3339.0
SC10,2023/12/17,12,1737.0
SC10,2023/12/17,13,509.0
SC10,2023/12/17,14,641.0
SC10,2023/12/17,15,0.0
SC10,2023/12/17,16,0.0
SC10,2023/12/17,17,166.0
SC10,2023/12/17,18,775.0
SC10,2023/12/17,19,4162.0
SC10,2023/12/17,20,8000.0
SC10,2023/12/17,21,8483.0
SC10,2023/12/17,22,6641.0
SC10,2023/12/17,23,7778.0
SC10,2023/12/18,0,6119.0
SC10,2023/12/18,1,4237.0
SC10,2023/12/18,2,2067.0
SC10,2023/12/18,3,1490.0
SC10,2023/12/18,4,2325.0
SC10,2023/12/18,5,2420.0
SC10,2023/12/18,6,348.0
SC10,2023/12/18,7,0.0
SC10,2023/12/18,8,0.0
SC10,2023/12/18,9,0.0
SC10,2023/12/18,10,1018.0
SC10,2023/12/18,11,3371.0
SC10,2023/12/18,12,1914.0
SC10,2023/12/18,13,747.0
SC10,2023/12/18,14,634.0
SC10,2023/12/18,15,0.0
SC10,2023/12/18,16,0.0
SC10,2023/12/18,17,156.0
SC10,2023/12/18,18,821.0
SC10,2023/12/18,19,4171.0
SC10,2023/12/18,20,8054.0
SC10,2023/12/18,21,8660.0
SC10,2023/12/18,22,6954.0
SC10,2023/12/18,23,7972.0
SC10,2023/12/19,0,6117.0
SC10,2023/12/19,1,4958.0
SC10,2023/12/19,2,2192.0
SC10,2023/12/19,3,1488.0
SC10,2023/12/19,4,2088.0
SC10,2023/12/19,5,2091.0
SC10,2023/12/19,6,445.0
SC10,2023/12/19,7,0.0
SC10,2023/12/19,8,0.0
SC10,2023/12/19,9,0.0
SC10,2023/12/19,10,945.0
SC10,2023/12/19,11,3415.0
SC10,2023/12/19,12,1791.0
SC10,2023/12/19,13,703.0
SC10,2023/12/19,14,637.0
SC10,2023/12/19,15,0.0
SC10,2023/12/19,16,0.0
SC10,2023/12/19,17,146.0
SC10,2023/12/19,18,786.0
SC10,2023/12/19,19,4028.0
SC10,2023/12/19,20,8112.0
SC10,2023/12/19,21,8563.0
SC10,2023/12/19,22,7435.0
SC10,2023/12/19,23,7786.0
SC10,2023/12/20,0,6210.0
SC10,2023/12/20,1,3786.0
SC10,2023/12/20,2,1841.0
SC10,2023/12/20,3,1497.0
SC10,2023/12/20,4,2625.0
SC10,2023/12/20,5,1984.0
SC10,2023/12/20,6,528.0
SC10,2023/12/20,7,0.0
SC10,2023/12/20,8,0.0
SC10,2023/12/20,9,0.0
SC10,2023/12/20,10,824.0
SC10,2023/12/20,11,3461.0
SC10,2023/12/20,12,1803.0
SC10,2023/12/20,13,572.0
SC10,2023/12/20,14,646.0
SC10,2023/12/20,15,0.0
SC10,2023/12/20,16,0.0
SC10,2023/12/20,17,136.0
SC10,2023/12/20,18,667.0
SC10,2023/12/20,19,3982.0
SC10,2023/12/20,20,8062.0
SC10,2023/12/20,21,8798.0
SC10,2023/12/20,22,6391.0
SC10,2023/12/20,23,7814.0
SC10,2023/12/21,0,6216.0
SC10,2023/12/21,1,1914.0
SC10,2023/12/21,2,1782.0
SC10,2023/12/21,3,1482.0
SC10,2023/12/21,4,2485.0
SC10,2023/12/21,5,2245.0
SC10,2023/12/21,6,383.0
SC10,2023/12/21,7,0.0
SC10,2023/12/21,8,0.0
SC10,2023/12/21,9,0.0
SC10,2023/12/21,10,814.0
SC10,2023/12/21,11,3516.0
SC10,2023/12/21,12,1888.0
SC10,2023/12/21,13,896.0
SC10,2023/12/21,14,645.0
SC10,2023/12/21,15,0.0
SC10,2023/12/21,16,0.0
SC10,2023/12/21,17,104.0
SC10,2023/12/21,18,668.0
SC10,2023/12/21,19,3945.0
SC10,2023/12/21,20,8008.0
SC10,2023/12/21,21,8675.0
SC10,2023/12/21,22,7813.0
SC10,2023/12/21,23,8017.0
SC10,2023/12/22,0,6262.0
SC10,2023/12/22,1,1752.0
SC10,2023/12/22,2,1893.0
SC10,2023/12/22,3,1455.0
SC10,2023/12/22,4,2581.0
SC10,2023/12/22,5,2351.0
SC10,2023/12/22,6,273.0
SC10,2023/12/22,7,0.0
SC10,2023/12/22,8,0.0
SC10,2023/12/22,9,0.0
SC10,2023/12/22,10,885.0
SC10,2023/12/22,11,3568.0
SC10,2023/12/22,12,1887.0
SC10,2023/12/22,13,410.0
SC10,2023/12/22,14,624.0
SC10,2023/12/22,15,0.0
SC10,2023/12/22,16,0.0
SC10,2023/12/22,17,92.0
SC10,2023/12/22,18,653.0
SC10,2023/12/22,19,3993.0
SC10,2023/12/22,20,8022.0
SC10,2023/12/22,21,8887.0
SC10,2023/12/22,22,6078.0
SC10,2023/12/22,23,7965.0
SC10,2023/12/23,0,6276.0
SC10,2023/12/23,1,4120.0
SC10,2023/12/23,2,1821.0
SC10,2023/12/23,3,1412.0
SC10,2023/12/23,4,2712.0
SC10,2023/12/23,5,2135.0
SC10,2023/12/23,6,341.0
SC10,2023/12/23,7,0.0
SC10,2023/12/23,8,0.0
SC10,2023/12/23,9,0.0
SC10,2023/12/23,10,900.0
SC10,2023/12/23,11,3624.0
SC10,2023/12/23,12,1857.0
SC10,2023/12/23,13,836.0
SC10,2023/12/23,14,612.0
SC10,2023/12/23,15,0.0
SC10,2023/12/23,16,0.0
SC10,2023/12/23,17,78.0
SC10,2023/12/23,18,621.0
SC10,2023/12/23,19,3989.0
SC10,2023/12/23,20,8053.0
SC10,2023/12/23,21,8801.0
SC10,2023/12/23,22,8326.0
SC10,2023/12/23,23,7940.0
SC10,2023/12/24,0,6307.0
SC10,2023/12/24,1,5871.0
SC10,2023/12/24,2,1920.0
SC10,2023/12/24,3,1365.0
SC10,2023/12/24,4,2669.0
SC10,2023/12/24,5,1897.0
SC10,2023/12/24,6,423.0
SC10,2023/12/24,7,0.0
SC10,2023/12/24,8,0.0
SC10,2023/12/24,9,0.0
SC10,2023/12/24,10,834.0
SC10,2023/12/24,11,3674.0
SC10,2023/12/24,12,1944.0
SC10,2023/12/24,13,433.0
SC10,2023/12/24,14,608.0
SC10,2023/12/24,15,0.0
SC10,2023/12/24,16,0.0
SC10,2023/12/24,17,71.0
SC10,2023/12/24,18,593.0
SC10,2023/12/24,19,3842.0
SC10,2023/12/24,20,8070.0
SC10,2023/12/24,21,8802.0
SC10,2023/12/24,22,5668.0
SC10,2023/12/24,23,8112.0
SC10,2023/12/25,0,6348.0
SC10,2023/12/25,1,4075.0
SC10,2023/12/25,2,1891.0
SC10,2023/12/25,3,1318.0
SC10,2023/12/25,4,2465.0
SC10,2023/12/25,5,2014.0
SC10,2023/12/25,6,444.0
SC10,2023/12/25,7,0.0
SC10,2023/12/25,8,0.0
SC10,2023/12/25,9,0.0
SC10,2023/12/25,10,751.0
SC10,2023/12/25,11,3724.0
SC10,2023/12/25,12,1884.0
SC10,2023/12/25,13,592.0
SC10,2023/12/25,14,612.0
SC10,2023/12/25,15,0.0
SC10,2023/12/25,16,0.0
SC10,2023/12/25,17,78.0
SC10,2023/12/25,18,565.0
SC10,2023/12/25,19,3812.0
SC10,2023/12/25,20,8060.0
SC10,2023/12/25,21,8892.0
SC10,2023/12/25,22,8444.0
SC10,2023/12/25,23,8114.0
SC10,2023/12/26,0,6358.0
SC10,2023/12/26,1,1604.0
SC10,2023/12/26,2,1768.0
SC10,2023/12/26,3,1281.0
SC10,2023/12/26,4,2446.0
SC10,2023/12/26,5,2216.0
SC10,2023/12/26,6,308.0
SC10,2023/12/26,7,0.0
SC10,2023/12/26,8,0.0
SC10,2023/12/26,9,0.0
SC10,2023/12/26,10,730.0
SC10,2023/12/26,11,3772.0
SC10,2023/12/26,12,1946.0
SC10,2023/12/26,13,547.0
SC10,2023/12/26,14,615.0
SC10,2023/12/26,15,0.0
SC10,2023/12/26,16,0.0
SC10,2023/12/26,17,79.0
SC10,2023/12/26,18,547.0
SC10,2023/12/26,19,3855.0
SC10,2023/12/26,20,8040.0
SC10,2023/12/26,21,8762.0
SC10,2023/12/26,22,5899.0
SC10,2023/12/26,23,8005.0
SC10,2023/12/27,0,6411.0
SC10,2023/12/27,1,1619.0
SC10,2023/12/27,2,1876.0
SC10,2023/12/27,3,1257.0
SC10,2023/12/27,4,2343.0
SC10,2023/12/27,5,2138.0
SC10,2023/12/27,6,287.0
SC10,2023/12/27,7,0.0
SC10,2023/12/27,8,0.0
SC10,2023/12/27,9,0.0
SC10,2023/12/27,10,776.0
SC10,2023/12/27,11,3820.0
SC10,2023/12/27,12,1913.0
SC10,2023/12/27,13,392.0
SC10,2023/12/27,14,604.0
SC10,2023/12/27,15,0.0
SC10,2023/12/27,16,0.0
SC10,2023/12/27,17,90.0
SC10,2023/12/27,18,549.0
SC10,2023/12/27,19,3838.0
SC10,2023/12/27,20,8037.0
SC10,2023/12/27,21,8925.0
SC10,2023/12/27,22,7959.0
SC10,2023/12/27,23,8117.0
SC10,2023/12/28,0,6429.0
SC10,2023/12/28,1,4241.0
SC10,2023/12/28,2,1775.0
SC10,2023/12/28,3,1239.0
SC10,2023/12/28,4,2041.0
SC10,2023/12/28,5,1888.0
SC10,2023/12/28,6,316.0
SC10,2023/12/28,7,0.0
SC10,2023/12/28,8,0.0
SC10,2023/12/28,9,0.0
SC10,2023/12/28,10,800.0
SC10,2023/12/28,11,3869.0
SC10,2023/12/28,12,2003.0
SC10,2023/12/28,13,681.0
SC10,2023/12/28,14,592.0
SC10,2023/12/28,15,0.0
SC10,2023/12/28,16,0.0
SC10,2023/12/28,17,94.0
SC10,2023/12/28,18,565.0
SC10,2023/12/28,19,3761.0
SC10,2023/12/28,20,8065.0
SC10,2023/12/28,21,8828.0
SC10,2023/12/28,22,6313.0
SC10,2023/12/28,23,8210.0
SC10,2023/12/29,0,6473.0
SC10,2023/12/29,1,6309.0
SC10,2023/12/29,2,1577.0
SC10,2023/12/29,3,1228.0
SC10,2023/12/29,4,2312.0
SC10,2023/12/29,5,1842.0
SC10,2023/12/29,6,401.0
SC10,2023/12/29,7,0.0
SC10,2023/12/29,8,0.0
SC10,2023/12/29,9,0.0
SC10,2023/12/29,10,746.0
SC10,2023/12/29,11,3920.0
SC10,2023/12/29,12,1959.0
SC10,2023/12/29,13,285.0
SC10,2023/12/29,14,581.0
SC10,2023/12/29,15,0.0
SC10,2023/12/29,16,0.0
SC10,2023/12/29,17,90.0
SC10,2023/12/29,18,526.0
SC10,2023/12/29,19,3709.0
SC10,2023/12/29,20,8090.0
SC10,2023/12/29,21,8999.0
SC10,2023/12/29,22,7490.0
SC10,2023/12/29,23,8138.0
SC10,2023/12/30,0,6511.0
SC10,2023/12/30,1,4799.0
SC10,2023/12/30,2,1684.0
SC10,2023/12/30,3,1215.0
SC10,2023/12/30,4,2176.0
SC10,2023/12/30,5,2036.0
SC10,2023/12/30,6,356.0
SC10,2023/12/30,7,0.0
SC10,2023/12/30,8,0.0
SC10,2023/12/30,9,0.0
SC10,2023/12/30,10,671.0
SC10,2023/12/30,11,3974.0
SC10,2023/12/30,12,1977.0
SC10,2023/12/30,13,721.0
SC10,2023/12/30,14,579.0
SC10,2023/12/30,15,0.0
SC10,2023/12/30,16,0.0
SC10,2023/12/30,17,89.0
SC10,2023/12/30,18,495.0
SC10,2023/12/30,19,3696.0
SC10,2023/12/30,20,8070.0
SC10,2023/12/30,21,8954.0
SC10,2023/12/30,22,6910.0
SC10,2023/12/30,23,8175.0
SC12,2023/12/01,0,0.0
SC12,2023/12/01,1,0.0
SC12,2023/12/01,2,0.0
SC12,2023/12/01,3,0.0
SC12,2023/12/01,4,0.0
SC12,2023/12/01,5,0.0
SC12,2023/12/01,6,0.0
SC12,2023/12/01,7,143.0
SC12,2023/12/01,8,601.0
SC12,2023/12/01,9,512.0
SC12,2023/12/01,10,509.0
SC12,2023/12/01,11,9.0
SC12,2023/12/01,12,340.0
SC12,2023/12/01,13,312.0
SC12,2023/12/01,14,348.0
SC12,2023/12/01,15,273.0
SC12,2023/12/01,16,163.0
SC12,2023/12/01,17,332.0
SC12,2023/12/01,18,377.0
SC12,2023/12/01,19,51.0
SC12,2023/12/01,20,0.0
SC12,2023/12/01,21,0.0
SC12,2023/12/01,22,0.0
SC12,2023/12/01,23,0.0
SC12,2023/12/02,0,0.0
SC12,2023/12/02,1,0.0
SC12,2023/12/02,2,0.0
SC12,2023/12/02,3,0.0
SC12,2023/12/02,4,0.0
SC12,2023/12/02,5,0.0
SC12,2023/12/02,6,0.0
SC12,2023/12/02,7,113.0
SC12,2023/12/02,8,602.0
SC12,2023/12/02,9,533.0
SC12,2023/12/02,10,446.0
SC12,2023/12/02,11,12.0
SC12,2023/12/02,12,330.0
SC12,2023/12/02,13,306.0
SC12,2023/12/02,14,285.0
SC12,2023/12/02,15,264.0
SC12,2023/12/02,16,167.0
SC12,2023/12/02,17,314.0
SC12,2023/12/02,18,352.0
SC12,2023/12/02,19,120.0
SC12,2023/12/02,20,0.0
SC12,2023/12/02,21,0.0
SC12,2023/12/02,22,0.0
SC12,2023/12/02,23,0.0
SC12,2023/12/03,0,0.0
SC12,2023/12/03,1,0.0
SC12,2023/12/03,2,0.0
SC12,2023/12/03,3,0.0
SC12,2023/12/03,4,0.0
SC12,2023/12/03,5,0.0
SC12,2023/12/03,6,0.0
SC12,2023/12/03,7,208.0
SC12,2023/12/03,8,627.0
SC12,2023/12/03,9,519.0
SC12,2023/12/03,10,465.0
SC12,2023/12/03,11,11.0
SC12,2023/12/03,12,320.0
SC12,2023/12/03,13,260.0
SC12,2023/12/03,14,237.0
SC12,2023/12/03,15,289.0
SC12,2023/12/03,16,147.0
SC12,2023/12/03,17,318.0
SC12,2023/12/03,18,388.0
SC12,2023/12/03,19,87.0
SC12,2023/12/03,20,0.0
SC12,2023/12/03,21,0.0
SC12,2023/12/03,22,0.0
SC12,2023/12/03,23,0.0
SC12,2023/12/04,0,0.0
SC12,2023/12/04,1,0.0
SC12,2023/12/04,2,0.0
SC12,2023/12/04,3,0.0
SC12,2023/12/04,4,0.0
SC12,2023/12/04,5,0.0
SC12,2023/12/04,6,0.0
SC12,2023/12/04,7,216.0
SC12,2023/12/04,8,616.0
SC12,2023/12/04,9,453.0
SC12,2023/12/04,10,461.0
SC12,2023/12/04,11,2.0
SC12,2023/12/04,12,293.0
SC12,2023/12/04,13,300.0
SC12,2023/12/04,14,251.0
SC12,2023/12/04,15,299.0
SC12,2023/12/04,16,123.0
SC12,2023/12/04,17,313.0
SC12,2023/12/04,18,335.0
SC12,2023/12/04,19,50.0
SC12,2023/12/04,20,0.0
SC12,2023/12/04,21,0.0
SC12,2023/12/04,22,0.0
SC12,2023/12/04,23,0.0
SC12,2023/12/05,0,0.0
SC12,2023/12/05,1,0.0
SC12,2023/12/05,2,0.0
SC12,2023/12/05,3,0.0
SC12,2023/12/05,4,0.0
SC12,2023/12/05,5,0.0
SC12,2023/12/05,6,0.0
SC12,2023/12/05,7,122.0
SC12,2023/12/05,8,600.0
SC12,2023/12/05,9,426.0
SC12,2023/12/05,10,410.0
SC12,2023/12/05,11,0.0
SC12,2023/12/05,12,309.0
SC12,2023/12/05,13,316.0
SC12,2023/12/05,14,284.0
SC12,2023/12/05,15,303.0
SC12,2023/12/05,16,124.0
SC12,2023/12/05,17,295.0
SC12,2023/12/05,18,377.0
SC12,2023/12/05,19,60.0
SC12,2023/12/05,20,0.0
SC12,2023/12/05,21,0.0
SC12,2023/12/05,22,0.0
SC12,2023/12/05,23,0.0
SC12,2023/12/06,0,0.0
SC12,2023/12/06,1,0.0
SC12,2023/12/06,2,0.0
SC12,2023/12/06,3,0.0
SC12,2023/12/06,4,0.0
SC12,2023/12/06,5,0.0
SC12,2023/12/06,6,0.0
SC12,2023/12/06,7,120.0
SC12,2023/12/06,8,598.0
SC12,2023/12/06,9,440.0
SC12,2023/12/06,10,412.0
SC12,2023/12/06,11,2.0
SC12,2023/12/06,12,341.0
SC12,2023/12/06,13,303.0
SC12,2023/12/06,14,242.0
SC12,2023/12/06,15,280.0
SC12,2023/12/06,16,147.0
SC12,2023/12/06,17,295.0
SC12,2023/12/06,18,361.0
SC12,2023/12/06,19,44.0
SC12,2023/12/06,20,0.0
SC12,2023/12/06,21,0.0
SC12,2023/12/06,22,0.0
SC12,2023/12/06,23,0.0
SC12,2023/12/07,0,0.0
SC12,2023/12/07,1,0.0
SC12,2023/12/07,2,0.0
SC12,2023/12/07,3,0.0
SC12,2023/12/07,4,0.0
SC12,2023/12/07,5,0.0
SC12,2023/12/07,6,0.0
